Listagem de Operadores Radiofónicos e respetivos Serviços de Programas ativos a 01 de setembro de 2026,,,,,,,,,,,,,,,,,,,,,,,,,
NÚMERO DE REGISTO,DATA DE INSCRIÇÃO,DESIGNAÇÃO SOCIAL OPERADOR,MORADA OPERADOR,CÓDIGO POSTAL ,LOCALIDADE ,CONCELHO ,DISTRITO ,REGIÃO AUTÓNOMA PROP (DESIGNAÇÃO SOCIAL) (LIVROS DE REGISTOS),SERVIÇO DE PROGRAMAS DE RÁDIO,MORADA,CÓDIGO POSTAL,LOCALIDADE,CONCELHO,DISTRITO,REGIÃO AUTÓNOMA ESTUDIO,FREQUÊNCIA,CONTEÚDO (TIPO PROGRAMAÇÃO),ÁREA DE COBERTURA,DISTRITO DE LICENCIAMENTO,CONCELHO DE LICENCIAMENTO,RESPONSÁVEL PROGRAMAÇÃO,RESPONSÁVEL INFORMAÇÃO,NOME CANAL PROGRAMAS (PS),ENDEREÇO DE CORREIO ELETRÓNICO,DATA DE VALIDADE
423236,25-11-2004,"Notícias 2000 FM - Actividade de Radiodifusão Sonora, Lda","R. Dr. Fernão de Ornelas, 56 - 3.º",9054-514,Funchal,Funchal,Ilha da Madeira,Região Autónoma da Madeira,Estação Rádio Madeira - TSF Madeira,"R. Dr. Fernão de Ornelas, 56 - 3º",9050-021,Funchal,Funchal,Ilha da Madeira,Região Autónoma da Madeira,100.0,Temático - Informativo,Local,Ilha da Madeira,Funchal,Ricardo Miguel Oliveira,Ricardo Miguel Oliveira,TSF.MAD,direccao@tsfmadeira.pt,05-03-2039
423237,02-02-2005,"Fercorber - Madeiras e Materiais de Construção, Lda.","Av. São Domingos, 51",3280-013,Castanheira de Pêra,Castanheira de Pêra,Leiria,,Pampilhosa 97.8 FM,"Av. São Domingos, 51",3280-013,Castanheira de Pêra,Castanheira de Pêra,Leiria,,97.8,Generalista,Local,Coimbra,Pampilhosa da Serra,Manuela do Carmo Gonçalves Freire,Manuela do Carmo Gonçalves Freire,,castanheirense@ip.pt,13-12-2026
423237,02-02-2005,"Fercorber - Madeiras e Materiais de Construção, Lda.","Av. São Domingos, 51",3280-013,Castanheira de Pêra,Castanheira de Pêra,Leiria,,São Miguel 93.5 FM,"Av. São Domingos, 51 - 2º",3280-013,Castanheira de Pêra,Castanheira de Pêra,Leiria,,"93,4",Generalista,Local,Coimbra,Penela,Manuela do Carmo Gonçalves Freire,Manuela do Carmo Gonçalves Freire,,castanheirense@ip.pt,02-04-2027
423238,02-02-2005,"TSF - Rádio Jornal Lisboa, Lda","R. Tomás da Fonseca, Torre E, 3.º",1600-209,Lisboa,Lisboa,Lisboa,,TSF,"R. Tomás da Fonseca, Torre E, 3.º",1600-209,Lisboa,Lisboa,Lisboa,,89.5,Temático - Informativo,Local,Lisboa,Lisboa,Vítor Santos,Vítor Santos,TSF,carla.ferreirinha@noticiasilimitadas.pt,05-03-2039
423241,17-03-2005,AAUMinho - Associação Académica da Universidade do Minho,"R. D. Pedro V, 88 - 1.º andar",4710-374,Braga,Braga,Braga,,Rádio Universitária do Minho,Travessa do Carmo,4700-370,Braga,Braga,Braga,,97.5,Generalista,Local,Braga,Braga,Elisabete Machado da Apresentação,Ariana Azevedo,RUM,sec.adm@rum.pt,08-05-2039
423242,28-04-2005,"Rádio Comercial de Almeirim, Lda.","Pcta. Salgueiro Maia, 9-10",2080-049,Almeirim,Almeirim,Santarém,,RCA - Ribatejo,"Pcta. Salgueiro Maia, 9-10",2080-049,Almeirim,Almeirim,Santarém,,104.0,Generalista,Local,Santarém,Almeirim,Manuel Toito Charana,Sérgio António Teodósio,RCA -  R,geral@rcaribatejo.com,22-12-2039
423243,07-06-2005,"Cooperativa de Radiodifusão Brigantia, CRL","Av. Sá Carneiro, 155 - Edifício Celas - S/Cv - Frações H/I",5300-252,Bragança,Bragança,Bragança,,Rádio Brigantia,"Av. Sá Carneiro, 155 - Edifício Celas - S/Cv - Frações H/I",5300-252,Bragança,Bragança,Bragança,,97.7,Generalista,Local,Bragança,Bragança,Rui Manuel Fernandes Tavares Mouta,Carina Alexandra Pires Alves,BRIGNTIA,radiobrigantia@pressnordeste.pt,21-05-2039
423259,13-02-2007,"Rádio Clube de Ourém, Lda.","Estrada da Batalha, Jogadouro",2495-405,Fátima,Ourém,Santarém,,Rádio Canção Nova,"Estrada da Batalha, Lugar do Jogadouro s/n",2495-405,Fátima,Ourém,Santarém,,"103,7 MHz",Temático - Religiosa Católica/Cristã,Local,Santarém,Ourém,José Manuel da Conceição Simões,José Manuel da Conceição Simões,CAN NOVA,direcaoradio@cancaonova.pt,29-03-2039
423260,05-03-2007,"Foz do Mondego - Meios de Radiodifusão, Lda","R. de Traz da Alfandega, 1-A",3080-063,Figueira da Foz,Figueira da Foz,Coimbra,,Foz do Mondego Radio,"R. de Traz da Alfandega, 1-A",3080-063,Figueira da Foz,Figueira da Foz,Coimbra,,99.1,Generalista,Local,Coimbra,Figueira da Foz,Sara Vanessa da Silva Joaquim,Fernando Santos Dias,F FOZ,geral@rfmondego.pt,08-05-2039
423261,07-03-2007,"Horizontes Planos - Informação e Comunicação, Unipessoal, Lda.","R. Coutinho Pais, 25 A",2770-180,Terrugem,Oeiras,Lisboa,,Antena Sul - Almodôvar,"Parque Industrial e Tecnológico de Évora - R. da Agricultura, 19",7005-349,Évora,Évora,Évora,,90.4,Generalista,Local,Beja,Almodôvar,José Paulo do Carmo Peres,José Manuel Duarte de Matos,ANT.SUL,geral@recordfm.pt,27-04-2039
423261,07-03-2007,"Horizontes Planos - Informação e Comunicação, Unipessoal, Lda.","R. Coutinho Pais, 25 A",2770-180,Terrugem,Oeiras,Lisboa,,Antena Sul - Rádio Jornal,"Parque Industrial e Tecnológico de Évora - R. da Agricultura, 19",7005-349,Évora,Évora,Évora,,95.5,Generalista,Local,Évora,Viana do Alentejo,José Paulo do Carmo Peres,José Manuel Duarte de Matos,ANT.SUL,geral@recordfm.pt,13-06-2040
423263,15-03-2007,"Rádio Gilão Tavira - Cooperativa de Radiodifusão, C.R.L.","Largo de Santa Ana, 1",8800-406,Tavira,Tavira,Faro,,Rádio Gilão,"Largo de Santana, 1",8800-701,Tavira,Tavira,Faro,,94.8,Generalista,Local,Faro,Tavira,Sérgio Miguel Rodrigues Viana Baptista,Ana Cristina Martins Guerreiro Horta,GILÃO FM,geral@radiogilao.pt,21-05-2039
423264,12-07-2007,"Cooperativa Rádio Clube de Loulé, CRL","R. Major Olival, Edif. Charlot - Bloco A - 8º",8100-601,Loulé,Loulé,Faro,,Cidade FM Algarve,"R. Sampaio e Pina, 24",1099-044,Lisboa,Lisboa,Lisboa,,99.7,Temático - Musical,Local,Faro,Loulé,Estêvão Raminhos,Teresa Mota,CIDAD AG,direccaorcl@gmail.com,08-05-2039
423265,29-10-2007,"Radiurbe - Produção e Comércio de Publicidade Rádio Unipessoal, Lda","Edifício Onda Parque  - Avenida D. Manuel I, 14",9370-135,Calheta,Calheta (Madeira),Ilha da Madeira,Região Autónoma da Madeira,Radio Calheta,"Av. D. Manuel I, Edificio Onda Parque",9370-135,Calheta,Calheta (Madeira),Ilha da Madeira,Região Autónoma da Madeira,98.8,Generalista,Local,Ilha da Madeira,Calheta (Madeira),Miguel Amaro Melim Guarda,Miguel Amaro Melim Guarda,RCALHETA,radiocalheta@gmail.com,19-02-2041
423266,25-03-2008,"Ecos da Raia - Publicidade e Rádio, Lda.","Quinta da Oliveira, Ent. 2 - r/c Dtº",4950-425,Mazedo,Monção,Viana do Castelo,,Rádio Ecos da Raia,"Quinta da Oliveira, Ent. 2 - r/c Dtº",4950-425,Mazedo,Monção,Viana do Castelo,,92.8,Generalista,Local,Viana do Castelo,Monção,Fátima Sílvia da Luz Pereira,Miguel Pedro Braga Teixeira da Rocha,,radiomoncao@gmail.com,29-03-2039
423267,17-04-2008,"SPN - Sociedade Produtora de Notícias, Lda.","R. dos Netos, 23",9000-051,Funchal,Funchal,Ilha da Madeira,Região Autónoma da Madeira,Rádio Popular da Madeira,"R. Estados Unidos da América, 146-150",9000-090,Funchal,Funchal,Ilha da Madeira,Região Autónoma da Madeira,101.0,Generalista,Local,Ilha da Madeira,Câmara de Lobos,Nuno Agostinho,José Ferdinando Alves,RPOPULAR,recepcao@somagesconta.pt,05-03-2039
423268,16-05-2008,"Oficina de Video, Lda.","R. Major Monteiro Leite, s/n Edif. S. Sebastião, Fração H",4690-040,Cinfães,Cinfães,Viseu,,Rádio Montemuro,"R. Major Monteiro Leite, s/n Edif. S. Sebastião, Fração H",4690-040,Cinfães,Cinfães,Viseu,,87.8,Generalista,Local,Viseu,Cinfães,Fernando Teixeira Machado,António Remuge,MONTMURO,info.radiomontemuro@gmail.com,22-12-2039
423270,16-06-2008,"Rádio Cartaxo, CRL","R. Professor Manuel Bernardo das Neves, 32 R/C Dt. Loja",2070-112,Cartaxo,Cartaxo,Santarém,,Tejo Rádio Jornal,"R. Professor Manuel Bernardo das Neves, 32 R/C Dt. Loja",2070-112,Cartaxo,Cartaxo,Santarém,,102.9,Generalista,Local,Santarém,Cartaxo,Joaquim Palmela,Joaquim Palmela,CARTAXO,radiocartaxo@gmail.com,05-03-2039
423271,16-06-2008,"Rádio Riba Távora, Moimenta da Beira, Cooperativa de Produções Radiofónicas, CRL",Ed. Sócio Cultural da Alagoa,3620-339,Moimenta da Beira,Moimenta da Beira,Viseu,,Rádio Riba - Távora,Av. Dr. Lima Gomes,3620-339,Moimenta da Beira,Moimenta da Beira,Viseu,,90.5,Generalista,Local,Viseu,Moimenta da Beira,Verissimo Coutinho dos Santos,Verissimo Coutinho dos Santos,RRTAVORA,rrtavora@hotmail.com,29-03-2039
423272,30-06-2008,"Rádio Clube de Pombal, CRL","R. dos Bombeiros Voluntários, 31 - R/C Esq.",3100-481,Pombal,Pombal,Leiria,,Rádio Clube de Pombal,"R. dos Bombeiros Voluntários, 31 - R/C Esq.",3100-481,Pombal,Pombal,Leiria,,97,Generalista,Local,Leiria,Pombal,Luis Miguel Monteiro Valentim,Nuno Tomaz Oliveira,POMBAL97,geral@pombal97.com,08-05-2039
423273,30-06-2008,"Fernando Moura, Unipessoal Lda.","R. Irene Lisboa, 48 - R/C Dto.",2630-246,Arruda dos Vinhos,Arruda dos Vinhos,Lisboa,,Rádio Vida,"R. Irene Lisboa, 48 - R/C Dto.",2630-246,Arruda dos Vinhos,Arruda dos Vinhos,Lisboa,,97.1,Generalista,Local,Lisboa,Arruda dos Vinhos,Ricardo Jardim,Ricardo Jardim,VIDA FM,geral@vidafm.com,04-07-2027
423274,17-07-2008,"TLA/Telefonia Local de Aljustrel-Cooperativa de Informação e Cultura, CRL","R. S. João de Deus, 21",7600-116,Aljustrel,Aljustrel,Beja,,TLA/Telefonia Local  Aljustrel,"R. S. João de Deus, 21",7600-116,Aljustrel,Aljustrel,Beja,,92.6,Generalista,Local,Beja,Aljustrel,António Manuel Cecilia Silvério,Jorge Manuel Viegas Palma,ALJUSTRL,geral@tlaradio.net,13-06-2040
423276,26-09-2008,93.8 ON FM - Cooperativa de Responsabilidade Limitada,"R. Ana Maria Bastos, Bloco 1 - 7 e 8",2560-306,Torres Vedras,Torres Vedras,Lisboa,,Rádio 93.8 ON FM,R. Campo da Bola,2560-306,Torres Vedras,Torres Vedras,Lisboa,,93.8,Generalista,Local,Lisboa,Torres Vedras,Rui Miguel Veloso Silva,Elisabete Santos Silva,ON FM,geral@onfm.pt,08-05-2039
423279,17-11-2008,"Rádio Comercial da Linha - Sociedade de Radiodifusão de Oeiras, Lda.","R. Pêro da Covilhã, 36",1400-297,Lisboa,Lisboa,Lisboa,,Oxigénio,"R. Pêro da Covilhã, 34",1400-297,Lisboa,Lisboa,Lisboa,,102.6,Temático - Musical,Local,Lisboa,Oeiras,Carlos Cardoso,Diego Armés dos Santos,OXIGENIO,geral@oxigenio.fm,29-03-2039
423280,06-01-2009,"RO - Edições e Publicidade, Sociedade Unipessoal, Ldª","Quinta do Bom Pastor, Estrada da Buraca, 8-12",1549-025,Lisboa,Lisboa,Lisboa,,Mega Hits Sintra,"R. Ivens, 14",1249-180,Lisboa,Lisboa,Lisboa,,88.0,Temático - Musical,Local,Lisboa,Sintra,Nelson de Carvalho Cunha,José Pedro Leal Gonçalves,,info@rr.pt,29-03-2039
423281,12-01-2009,"MG - Rádio e Comunicação da Marinha Grande, Lda","Tv. Vieira de Leiria, 9",2430-276,Marinha Grande,Marinha Grande,Leiria,,Rádio Clube Marinhense,"Tv. Vieira de Leiria, 9",2430-276,Marinha Grande,Marinha Grande,Leiria,,96,Generalista,Local,Leiria,Marinha Grande,António José Lopes Ferreira,Carla Joana Martins Fragoso,RCM,rcm@jornaldamarinha.pt,21-05-2039
423283,13-01-2009,"Soncentro - Emissora de Radio, Lda.","Av. Alberto Sampaio, 132 - 2.º",3510-028,Viseu,Viseu,Viseu,,Rádio Jornal do Centro,"Av. Alberto Sampaio, nº132 - 2º",3510-028,Viseu,Viseu,Viseu,,98.9,Generalista,Local,Viseu,Carregal do Sal,João Vinhas,João Vinhas,RJCENTRO,correio@radiojornaldocentro.pt,22-12-2039
423284,13-01-2009,"Rádio Clube Aguiarense, C.R.L.","R. Dr. Abilio Ribeiro, Bloco 5 - Loja 2",5450-267,Parada de Aguiar,Vila Pouca de Aguiar,Vila Real,,Rádio Clube Aguiarense,"Lugar do Campo da Porta, Bloco 5 - Loja 2",5450-004,Vila Pouca de Aguiar,Vila Pouca de Aguiar,Vila Real,,95.5,Generalista,Local,Vila Real,Vila Pouca de Aguiar,Luís Miguel Roçadas,Filipe Ribeiro,RCA,jobarroso1@sapo.pt,29-03-2039
423286,13-01-2009,"SIRS - Sociedade Independente de Radiodifusão Sonora, S.A.",Lugar de Espido - Via Norte,4470-177,Maia,Maia,Porto,,Rádio Nova,"Praça Coronel Pacheco, 2",4050-453,Porto,Porto,Porto,,98.9,Temático - Musical,Local,Porto,Porto,José Joaquim Parente da Mota,Manuel da Costa Leal,R.NOVA,nova@radionova.fm,05-03-2039
423287,16-01-2009,"Moviface - Meios Publicitários, Lda","Estrada da Portela, 73 - 1º Escr. 9/10",2790-124,Carnaxide,Oeiras,Lisboa,,Rádio Maria Porto,"Estrada da Portela, 73 - Piso 1 - Esc. 9/10",2790-124,Carnaxide,Oeiras,Lisboa,,100.8,Generalista,Local,Porto,Maia,Marco Fernando da Silva Luis,Cláudia Margarida Assunção Leite Santos Mirra,SIMPORTO,controlo.gestao@radiomaria.pt,08-05-2039
423288,16-01-2009,"Saldida FM - Rádio, Informação e Cultura, CRL","R. da Junta de Freguesia do Monte,8",3870-289,Monte,Murtosa,Aveiro,,Saldida FM,"R. da Junta de Freguesia do Monte, 8",3870-289,Monte,Murtosa,Aveiro,,98.1,Generalista,Local,Aveiro,Murtosa,Vítor Domingos Santos Mousinho,Pedro Miguel Carvalho dos Santos,SFM,geral@radiosfm.pt,29-03-2039
423291,26-01-2009,"Lusocanal - Radiodifusão, Lda.","R. Pêro da Covilhã, 36",1400-297,Lisboa,Lisboa,Lisboa,,Radar,"R. Pero Covilhã, 34",1400-297,Lisboa,Lisboa,Lisboa,,97.8,Temático - Musical,Local,Setúbal,Almada,Ricardo Guerra,Diego Armés dos Santos,RADAR,ricardoguerra@lusocanal.pt,29-03-2039
423292,26-01-2009,"Rádio Bragançana R.B.A., CRL","Av. Águedo de Oliveira, 6 - R/C-  Dto.",5300-077,Bragança,Bragança,Bragança,,M80 Bragança,"R. Sampaio e Pina, 24/26",1099-044,Lisboa,Lisboa,Lisboa,,89.2,Temático - Musical,Local,Bragança,Bragança,Lionel Alberto Guedes,Francisco Pinto,RBA,info@rba.pt,21-05-2039
423293,26-01-2009,"Sociedade de Radiodifusão Graciosense, Lda.","R. do Corpo Santo, 37",9880-368,Santa Cruz da Graciosa,Santa Cruz da Graciosa,Ilha da Graciosa,Região Autónoma dos Açores,Rádio Graciosa,"R. do Corpo Santo, 37",9880-368,Santa Cruz da Graciosa,Santa Cruz da Graciosa,Ilha da Graciosa,Região Autónoma dos Açores,107.90,Generalista,Local,Ilha da Graciosa,Santa Cruz da Graciosa,Mário Travanca,Mário Travanca,GRACIOSA,radio@sapo.pt,05-03-2039
423294,29-01-2009,"Posto Emissor de Radiodifusão do Funchal, Lda.","R. Ponte de São Lázaro, 3",9000-027,Funchal,Funchal,Ilha da Madeira,Região Autónoma da Madeira,Posto Emissor do Funchal - Canal 1,"R. Dr. Fernão de Ornelas, 35 - 4º piso",9050-021,Funchal,Funchal,Ilha da Madeira,Região Autónoma da Madeira,1530KHz,Generalista,Regional,,,Luís Manuel de Sousa Lemos Gomes,Vera Luza,-,radiopef@pef.pt,28-12-2040
423294,29-01-2009,"Posto Emissor de Radiodifusão do Funchal, Lda.","R. Ponte de São Lázaro, 3",9000-027,Funchal,Funchal,Ilha da Madeira,Região Autónoma da Madeira,Posto Emissor do Funchal - Canal 2,"Rua Dr. Fernão de Ornelas, 35 4º Piso",9050-021,Funchal,Funchal,Ilha da Madeira,Região Autónoma da Madeira,92.00,Generalista,Local,Ilha da Madeira,Funchal,Luis Manuel de Sousa Lemos Gomes,Vera Luza,PEFFM,radiopef@pef.pt,28-12-2040
423295,11-02-2009,"Cooperativa do Ramo de Cultura Denominada Ecos do Norte, CRL","R. Adolfo Coutinho de Medeiros, 24",9600-516,Ribeira Grande,Ribeira Grande,Ilha de São Miguel,Região Autónoma dos Açores,Rádio Nova Cidade,"R. Manuel Augusto Amaral, 1D, 2º Dto",9500-222,Ponta Delgada,Ponta Delgada,Ilha de São Miguel,Região Autónoma dos Açores,105.5,Generalista,Local,Ilha de São Miguel,Ribeira Grande,Mário Travanca,Mário Travanca,RNC,,24-03-2039
423296,12-02-2009,"Rádio Clube de Gondomar - Serviço de Radiodifusão Local, Unipessoal, Lda","R. Viriato, 25 - 4.º Esq.",1050-234,Lisboa,Lisboa,Lisboa,,SW (Gondomar),"Rua Viriato, 25 - 4.º Esq.",1050-234,Lisboa,Lisboa,Lisboa,,102.7,Temático - Musical,Local,Porto,Gondomar,Paulo Jorge Rolo,Antonieta Lopes da Costa,SW,marta.montez@gmail.com,08-05-2039
423304,09-03-2009,"Lezíria - Comunicação Social, SA","Quinta de Sto. Amaro, Bl. A, Lt. 2, Lj. B",2600-065,Vila Franca de Xira,Vila Franca de Xira,Lisboa,,Rádio Lezíria,"Quinta de Sto. Amaro, Bl. A, Lt. 2, Lj. B",2600-065,Vila Franca de Xira,Vila Franca de Xira,Lisboa,,89.1,Generalista,Local,Lisboa,Vila Franca de Xira,Marcelo Emidio Lopes Neves,José Valentim Peixe,LEZIRIA,danyel@radioleziria.com,08-05-2039
423306,14-04-2009,"Rádio Elmo, Lda.","R. Dr. António Seixas, 22",6400-323,Pinhel,Pinhel,Guarda,,Rádio Elmo,"R. Dr. António Seixas, 22",6400-323,Pinhel,Pinhel,Guarda,,99.1,Generalista,Local,Guarda,Pinhel,Ana Margarida Lopes Varela Reis,Ana Margarida Lopes Varela Reis,ELMO FM,geral@radioelmo.com,29-03-2039
423309,23-04-2009,"Rádio Horizonte Tejo - Radiodifusão, Comunicação e Meios, Unipessoal, Lda.","R. da Boa Vista, Lote 20 - R/C",2695-027,Bobadela,Loures,Lisboa,,Rádio Observador Lisboa,"Rua João Saraiva, 7 A",1700-248,Lisboa,Lisboa,Lisboa,,92.8,Temático - Informativo,Local,Lisboa,Loures,Angélica Maria Corgo Santos da Nova,Angélica Maria Corgo Santos da Nova,OBSRVDOR,administrativos@canal5.pt,29-03-2039
423310,28-04-2009,"Cooperativa de Informação e Divulgação Rádio Amador de Canas de Senhorim, C.R.L.","EN 321, Palácio do Gelo Shopping, Lj. 321, Piso 3",3500-606,Viseu,Viseu,Viseu,,Estação Diária,"EN 321, Palácio do Gelo Shopping, Lj. 321, Piso 3",3500-060,Viseu,Viseu,Viseu,,96.8,Generalista,Local,Viseu,Nelas,José Alberto Ribeiro,António Gil Peres,WWW968FM,geral@968.fm,29-03-2039
423312,26-06-2009,"RS - Rádio Seixal, Lda.","Av. 1º de Maio, 35 - 5º D",2845-583,Paivas,Seixal,Setúbal,,RDS,"Av. 1º de Maio, 35 - 3º C",2845-583,Paivas,Seixal,Setúbal,,87.6,Generalista,Local,Setúbal,Seixal,Líster Manuel da Silva,Pedro Carvalho,RDS,geral@rds.pt,08-05-2039
423313,09-07-2009,"ERA - Emissora Regional de Amarante, Lda.","R. João Pinto Ribeiro, 186, Fração AX",4600-035,Amarante,Amarante,Porto,,ERA FM,"R. João Pinto Ribeiro, 186, Fração AX",4600-035,Amarante,Amarante,Porto,,92.7,Generalista,Local,Porto,Amarante,Julia Maria Costa Lopes Gonçalves,Alcino Fernandes de Oliveira e Silva,ERA-FM,geral.erafm@gmail.com,08-05-2039
423314,27-07-2009,"Rádio Cultural de Cerveira - Cooperativa de Radiodifusão, CRL",Av. José Luciano de Castro,4920-277,Vila Nova de Cerveira,Vila Nova de Cerveira,Viana do Castelo,,Rádio Cultural de Cerveira,Av. Luciano de Castro,4920-277,Vila Nova de Cerveira,Vila Nova de Cerveira,Viana do Castelo,,93.6,Generalista,Local,Viana do Castelo,Vila Nova de Cerveira,Rui Vaz Carpinteira,Sara Natércia Fontaínhas Carpinteira,CERVEIRA,rccerveira@sapo.pt,29-03-2039
423315,08-10-2009,"TSF - Cooperativa Rádio Jornal do Algarve, CRL","R. Tomás da Fonseca, Torre E, 3.º",1600-209,Lisboa,Lisboa,Lisboa,,TSF,"R. Tomás da Fonseca, Torre E, 3.º",1600-209,Lisboa,Lisboa,Lisboa,,101.6,Temático - Informativo,Local,Faro,Faro,Vítor Santos,Vítor Santos,,carla.ferreirinha@noticiasilimitadas.pt,08-05-2039
423316,06-11-2009,"Hora H - Agência Global de Comunicação, Unipessoal, Lda","Av. Porto de Pesca, 1, Bombeiros Voluntários de Peniche",2520-208,Peniche,Peniche,Leiria,,102FM Rádio,"R. Ramiro Matos Bilhau, 10 - 3.º Esq.",2520-486,Peniche,Peniche,Leiria,,102.0,Generalista,Local,Leiria,Peniche,Nuno Jorge Santos Martins,José Monteiro Henriques da Rocha,,102fm@sapo.pt,29-03-2039
423317,06-11-2009,"Rádio Planalto, CRL","Urbanização Fonte Nova, 2, 2º",5200-229,Mogadouro,Mogadouro,Bragança,,M80 Mogadouro,"R. Sampaio e Pina, 24/26",1099-044,Lisboa,Lisboa,Lisboa,,93.1,Temático - Musical,Local,Bragança,Mogadouro,Lionel Alberto Guedes,Francisco Pinto,,m80.rba@gmail.com,29-03-2039
423319,13-11-2009,"Radio Club de Armamar - Produções Radiofónicas, Unipessoal, Lda.","Av. 8 de Setembro, Mercado Municipal Loja G",5110-121,Armamar,Armamar,Viseu,,Rádio Club de Armamar,"Av. 8 de Setembro, Mercado Municipal Loja G",5110-121,Armamar,Armamar,Viseu,,92.3,Generalista,Local,Viseu,Armamar,David Gouveia Cardoso,David Cardoso,RARMAMAR,radioarmamar@net.sapo.pt,22-12-2039
423320,07-04-2010,"Rádio Mértola, Lda.","R. Mira Serra, Caixa Postal 7821",7750-013,Alcaria Ruiva,Mértola,Beja,,Rádio Mértola,"Av. D. João VI, 105, R/c Dto.",8700-145,Olhão,Olhão,Faro,,95.2,Generalista,Local,Beja,Mértola,Hélder Santos,Daniel Vieira,,geral@radiomertola.pt,06-02-2041
423323,18-05-2011,"Rádio Clube da Mêda, Lda",Av. dos Estados Unidos da América,6430-176,Meda,Meda,Guarda,,Mêda FM,"R. do Mercado, Edic.4 - Piso 2",6430-193,Meda,Meda,Guarda,,96.6,Generalista,Local,Guarda,Meda,António Carlos Pereira dos Santos,José Luis Araújo,MEDA FM,,13-06-2040
423324,25-05-2011,Comissão de Melhoramentos de Esmoriz,"Av. 29 de Março, 515",3885-517,Esmoriz,Ovar,Aveiro,,Rádio Voz de Esmoriz,"Av. 29 de Março, 515",3885-517,Esmoriz,Ovar,Aveiro,,93.1,Generalista,Local,Aveiro,Ovar,Rui Filipe Monteiro Soares,João António Veiga da Cruz,,geral@avozdeesmoriz.pt,08-05-2039
423325,14-07-2011,"Ecos das Flores - Actividades de Rádio e Televisão, Lda","R. Manuel Augusto Amaral, 1D - 1º Esq.",9500-222,Ponta Delgada,Ponta Delgada,Ilha de São Miguel,Região Autónoma dos Açores,Canal FM Flores,"Rua Manuel Augusto  Amaral, 1 D - 1º Esq.",9500-222,Ponta Delgada,Ponta Delgada,Ilha de São Miguel,Região Autónoma dos Açores,104.5,Generalista,Local,Ilha das Flores,Santa Cruz das Flores,Mário Travanca,Mário Travanca,,radio@canal.fm,13-06-2040
423326,20-07-2011,"RCChaves Rádio Clube de Chaves FM, Unipessoal, Lda","Bairro da Adega Cooperativa, 35",5335-102,Rebordelo,Vinhais,Bragança,,Rádio Regional de Valpaços,"R. França Júnior, 615",4450-137,Matosinhos,Matosinhos,Porto,,100.2,Generalista,Local,Vila Real,Valpaços,Vitor José Gonçalves Fernandes,Vitor José Gonçalves Fernandes,REGIONAL,geral@radioregional.pt,22-12-2039
423326,20-07-2011,"RCChaves Rádio Clube de Chaves FM, Unipessoal, Lda","Bairro da Adega Cooperativa, 35",5335-102,Rebordelo,Vinhais,Bragança,,Rádio Regional Sabrosa,"R. França Júnior, 615",4450-137,Matosinhos,Matosinhos,Porto,,94.5,Generalista,Local,Vila Real,Sabrosa,Vitor José Gonçalves Fernandes,Vitor José Gonçalves Fernandes,REGIONAL,geral@radioregional.pt,10-04-2041
423326,20-07-2011,"RCChaves Rádio Clube de Chaves FM, Unipessoal, Lda","Bairro da Adega Cooperativa, 35",5335-102,Rebordelo,Vinhais,Bragança,,Rádio Regional Vimioso,"R. França Júnior, 615",4450-137,Matosinhos,Matosinhos,Porto,,91.5,Generalista,Local,Bragança,Vimioso,Vitor José Gonçalves Fernandes,Vitor José Gonçalves Fernandes,REGIONAL,geral@radioregional.pt,06-11-2040
423327,26-09-2011,"Rádio Cais, CRL","R. Dr. Tibério d'Àvila Brasil, 8",9940-301,São Roque do Pico,São Roque do Pico,Ilha do Pico,Região Autónoma dos Açores,Rádio Cais 106. 1FM,"R. Dr. Tibério d´Ávila Brasil, 8",9940-365,São Roque do Pico,São Roque do Pico,Ilha do Pico,Região Autónoma dos Açores,106.1,Generalista,Local,Ilha do Pico,São Roque do Pico,Susana Manuela Linhares Andrade Leal,Célia Manuela Soares Machado,rcm96-MG,radiocais@sapo.pt,06-11-2040
423330,17-10-2012,"Rádio Clube das Lajes do Pico - A Voz da Montanha, CRL","R. de São Pedro, 9",9930-136,Lajes do Pico,Lajes do Pico,Ilha do Pico,Região Autónoma dos Açores,Rádio Montanha,"R. de São Pedro, 9",9930-129,Lajes do Pico,Lajes do Pico,Ilha do Pico,Região Autónoma dos Açores,104.7,Generalista,Local,Ilha do Pico,Lajes do Pico,Fernando Cardoso,Milton Dias,MONTANHA,radiomontanha@gmail.com,13-06-2040
423331,01-03-2013,"Narrativas & Melodias, Lda.","Rua Álvaro Ferreira Alves, 28",2855-591,Santa Marta do Pinhal,Seixal,Setúbal,,RDS 94.2,"Av. 1ºde Maio, 35, 3ºB",2845-583,Amora,Seixal,Setúbal,,94.2,Generalista,Local,Lisboa,Cadaval,Lister Manuel da Silva,Pedro Carvalho,RDS 94.2,radiomaisoeste@listermais.pt,06-11-2040
423332,11-04-2013,"Rádio João Bosco, Lda.","Lugar de Vilarinho do Tanha, S/N",5000-011,Vilarinho de Tanha,Vila Real,Vila Real,,Rádio D. Bosco FM (Lamego),Lugar de Vilarinho do Tanha,5000-011,Vilarinho de Tanha,Vila Real,Vila Real,,94.1,Temático - Musical,Local,Viseu,Lamego,Paulo Jorge Aires Ribeiro,Paulo Jorge Ribeiro,RDS94.00,radiodombosco@sapo.pt,21-05-2039
