Listagem de Publicações Periódicas ativas à data de 01 de setembro de 2026,,,,,,,,,,,,,,,,,,,,,,
NÚMERO DE REGISTO,DATA DE INSCRIÇÃO,DENOMINAÇÃO,SUPORTE,ÂMBITO,CONTEÚDO,PERIODICIDADE,SITUAÇÃO PP,MORADA SEDE REDAÇÃO,CÓDIGO POSTAL SEDE REDAÇÃO,LOCALIDADE SEDE REDAÇÃO,CONCELHO SEDE REDAÇÃO,DISTRITO SEDE REDAÇÃO,EDITOR,DIRETOR,DIRETOR ADJUNTO,SUBDIRETOR,NOME / DESIGNAÇÃO SOCIAL - PROPRIETÁRIO,CONCELHO,DISTRITO,REGIÃO AUTÓNOMA PROP,ENDEREÇO DE CORREIO ELETRÓNICO,WEBSITE
100891,13-05-1974,Cerveira Nova,Papel/Online,Regional,Informação Geral,Quinzenal,Registo Definitivo,"Av. José Luciano de Castro, s/n",4920-277,Vila Nova de Cerveira,Vila Nova de Cerveira,Viana do Castelo,"Rádio Cultural de Cerveira - R.C.C. Cooperativa de Radiodifusão, CRL",Sara Natércia Fontainhas Carpinteira,,,"Rádio Cultural de Cerveira - R.C.C. Cooperativa de Radiodifusão, CRL",Vila Nova de Cerveira,Viana do Castelo,,geral@cerveiranova.pt,https://www.cerveiranova.pt
100899,31-08-1972,Jornal da Madeira,Online,Regional,Doutrinária,Diária,Registo Definitivo,"R. do Jasmineiro, 8 a 10",9000-013,Funchal,Funchal,Ilha da Madeira,Seminário Maior de Nossa Senhora de Fátima,Giselo Alberto Vieira Andrade,,,Seminário Maior de Nossa Senhora de Fátima,Funchal,Ilha da Madeira,Região Autónoma da Madeira,seminariofunchal@sapo.pt,www.jornaldamadeira.com
100902,17-03-1973,Celebração Litúrgica,Papel,Nacional,Doutrinária,Bimestral,Registo Definitivo,R. de Santa Margarida - Seminário Conciliar,4710-306,Braga,Braga,Braga,"Edições Licel, CRL",Manuel Fernando Silva,,,"Edições Licel, C.R.L.",Braga,Braga,,cliturgica@gmail.com,
100916,31-08-1972,Correio dos Açores,Papel/Online,Regional,Informação Geral,Diária,Registo Definitivo,"R. Dr. João Francisco de Sousa, 16",9500-187,Ponta Delgada,Ponta Delgada,Ilha de São Miguel,"Gráfica Açoriana, Lda",Américo Natalino Pereira Viveiros,José Manuel Santos Narciso,Nélia Câmara,"Gráfica Açoreana, Lda.",Ponta Delgada,Ilha de São Miguel,Região Autónoma dos Açores,jornal@correiodosacores.pt,https://www.correiodosacores.pt
100918,01-09-1972,A Bola,Papel/Online,Nacional,Informação Especializada,Diária,Registo Definitivo,"Rua Tomás da Fonseca, Torre E, 7º. Piso",1600-209,Lisboa,Lisboa,Lisboa,"Sociedade Vicra Desportiva, S.A.",Luís Pedro de Paiva Ferreira,Alexandre Pereira,,"Sociedade Vicra Desportiva, SA",Lisboa,Lisboa,,services@abola.pt,www.abola.pt
100943,31-08-1972,A Terra Minhota,Papel,Regional,Informação Geral,Quinzenal,Registo Definitivo,"R. Engenheiro Duarte Pacheco, Loja 10, Edifício Baluarte",4950-454,Monção,Monção,Viana do Castelo,"A Terra Minhota - Jornal e Tipografia, Lda",Francisco Miguel Mendes Alves,Pedro Miguel Bezerra Fernandes,,"A Terra Minhota - Jornal e Tipografia, Lda",Monção,Viana do Castelo,,aterraminhota@gmail.com,
100947,28-04-1975,Jornal de Famalicão,Papel/Online,Regional,Informação Geral,Semanal,Registo Definitivo,"Av. Rebelo Mesquita, 549 - 1º, Sala 7",4760-013,Vila Nova de Famalicão,Vila Nova de Famalicão,Braga,"StageProfit Unipessoal, Lda.",Francisco Mesquita,,,"StageProfit - Unipessoal, Lda.",Vila Nova de Famalicão,Braga,,jornaldefamalicao@gmail.com,jornaldefamalicao.com.pt
100969,24-07-1974,Jornal do Algarve,Papel/Online,Regional,Informação Geral,Semanal,Registo Definitivo,"R. Jornal do Algarve, 46",8900-315,Vila Real de Santo António,Vila Real de Santo António,Faro,Luísa Travassos,Maria Luísa Aleixo Travassos,,,"Viprensa - Sociedade Editora do Algarve, Lda.",Vila Real de Santo António,Faro,,jornaldoalgarve@gmail.com,https://jornaldoalgarve.pt/
100988,01-03-1974,BM - Boletim de Militantes da LOC/MTC,Papel,Nacional,Doutrinária,Trimestral,Registo Definitivo,"Av. Sidónio Pais, 20 - 4º Dto.",1050-215,Lisboa,Lisboa,Lisboa,Liga Operária Católica - Movimento de Trabalhadores Cristãos - (LOC/MTC),Ricardo Cardoso Reis Sá Coelho,,,Liga Operária Católica - Movimento de Trabalhadores Cristãos - LOC/MTC,Lisboa,Lisboa,,loc@sapo.pt,www.loc-mtc.ecclesia.pt
100993,01-09-1972,A Voz de Esmoriz,Papel/Online,Regional,Informação Geral,Mensal,Registo Definitivo,"Av. 29 de Março, 515",3885-517,Esmoriz,Ovar,Aveiro,Comissão de Melhoramentos de Esmoriz,Aurélio da Silva Gomes,,,Comissão de Melhoramentos de Esmoriz,Ovar,Aveiro,,geral@avozdeesmoriz.pt,www.avozdeesmoriz.pt
100997,13-05-1981,Notícias de Viana,Papel/Online,Regional,Informação Geral,Mensal,Registo Definitivo,"R. da Bandeira,  121",4900-560,Viana do Castelo,Viana do Castelo,Viana do Castelo,Diocese de Viana do Castelo,João Eduardo Martins Basto,,,Diocese de Viana do Castelo,Viana do Castelo,Viana do Castelo,,geral@noticiasdeviana.pt,https://www.noticiasdeviana.pt
101007,01-09-1972,Cardeal Saraiva,Papel/Online,Regional,Informação Geral,Semanal,Registo Definitivo,"R. das Neves, 27",4990-142,Ponte de Lima,Ponte de Lima,Viana do Castelo,"Publigest, Lda.",Avelino Jorge Guimarães de Sousa e Castro,,,Dinora Alferes Guimarães de Sousa e Castro,Ponte de Lima,Viana do Castelo,,publigest.adm@gmail.com,www.cardealsaraiva.com
101019,03-08-1973,Notícias da Beira,Papel,Regional,Informação Geral,Quinzenal,Registo Definitivo,Largo. da Misericórdia,3530-131,Mangualde,Mangualde,Viseu,Fundação Cónego Monteiro,Leonor Maria Gonçalves Pacheco Pais,Manuel Pais,,Fundação Cónego Monteiro,Mangualde,Viseu,,noticiasdabeira@paroquiademangualde.pt,
101035,05-09-1972,O Penalvense,Papel,Regional,Informação Geral,Mensal,Registo Definitivo,R. Pe. António Lopes Quinteiro,3550-144,Penalva do Castelo,Penalva do Castelo,Viseu,Fábrica da Igreja Paroquial de Ínsua,José António Marques de Almeida,,,Fábrica da Igreja Paroquial de Ínsua,Penalva do Castelo,Viseu,,penalvacastelo@gmail.com,
101037,03-08-1973,Soberania do Povo,Papel/Online,Regional,Informação Geral,Semanal,Registo Definitivo,"Av. Dr. Eugenio Ribeiro, 89 - 3º",3750-146,Águeda,Águeda,Aveiro,"Soberania do Povo Editora, S.A.",Augusto José Soares Gomes Semedo,,,"Soberania do Povo Editora, SA",Águeda,Aveiro,,contabilidade@soberaniadopovo.pt,www.soberaniadopovo.pt
101065,10-07-1974,Ecos do Sor,Papel,Regional,Informação Geral,Quinzenal,Registo Definitivo,"Centro Paroquial - Largo Marquês de Pombal, 6",7400-230,Ponte de Sor,Ponte de Sor,Portalegre,Fábrica da Igreja Paroquial da Freguesia de Ponte de Sor,Alberto Jorge Porfírio Domingos Tapadas,,,Fábrica da Igreja Paroquial da Freguesia de Ponte de Sor,Ponte de Sor,Portalegre,,ecosdosor@gmail.com,ecosdosor@net.pt
101090,09-09-1972,A Voz de Trás-os-Montes,Papel/Online,Regional,Informação Geral,Semanal,Registo Definitivo,"Rua Olival do Seixo, Lote F, Loja 8",5000-667,Vila Real,Vila Real,Vila Real,"Letras Dinâmicas, Lda.",João Paulo Pimentel Vilela,,,"Letras Dinâmicas, Lda.",Vila Real,Vila Real,,jornal@avozdetrasosmontes.pt,www.avozdetransosmontes.pt
101097,27-05-1974,Notícias de Ourém,Papel,Regional,Informação Geral,Semanal,Registo Definitivo,"Tv. da Bela Vista, 4 - Ljs. 3, 4, 5, 6",2490-569,Ourém,Ourém,Santarém,"Normedia - Comunicação, Lda.",Francisco da Silva Batista Pereira,,,"Normedia - Comunicação, Lda.",Ourém,Santarém,,geral@noticiasdeourem.pt,https://www.noticiasdeourem.pt
101101,12-09-1972,Expresso,Papel/Online,Nacional,Informação Geral,Semanal,Registo Definitivo,"R. Calvet de Magalhães, 242",2770-022,Paço de Arcos,Oeiras,Lisboa,"Impresa Publishing, S.A.",João Pedro da Conceição Vieira Pereira,David Dinis; Miguel Cadete; Paula Santos,,"Impresa Publishing, SA",Oeiras,Lisboa,,snferreira@impresa.pt,www.expresso.pt
101105,13-09-1972,Diário Insular,Papel/Online,Regional,Informação Geral,Diária,Registo Definitivo,"Av. Infante D. Henrique, 1",9700-098,Angra do Heroísmo,Angra do Heroísmo,Ilha Terceira,"Sociedade Terceirense de Publicidade, Lda.",José Manuel Monteiro Lourenço,,,"Sociedade Terceirense de Publicidade, Lda.",Angra do Heroísmo,Ilha Terceira,Região Autónoma dos Açores,dipublicidade@diarioinsular.pt,http://www.diarioinsular.pt/
101116,10-12-1973,Correio do Vouga,Papel,Regional,Doutrinária,Semanal,Registo Definitivo,"R. Batalhão de Caçadores Dez, 81",3810-064,Aveiro,Aveiro,Aveiro,"Tempo Novo - Multimédia - Edição e Venda de Publicações, Lda",António Jorge Pires Ferreira,,,"Tempo Novo - Multimédia - Edição e Venda de Publicações, Lda",Aveiro,Aveiro,,cv@correiodovouga.pt,www.ecclesia.pt/correiodov
101133,12-07-1974,Trevim,Papel,Regional,Informação Geral,Quinzenal,Registo Definitivo,"R. dos Combatentes da Grande Guerra, 3 - R/C Dto",3200-216,Lousã,Lousã,Coimbra,"Trevim - Cooperativa Editora e de Promocao Cultural, C.R.L.",Maria Luísa Duarte Pinto Ângelo Correia Agostinho,,,"Trevim - Cooperativa Editora e de Promoção Cultural, C.R.L.",Lousã,Coimbra,,trevim.adm@sapo.pt,www.trevim.pt
101142,05-05-1975,Colóquio,Papel,Nacional,Informação Especializada,Semestral,Registo Definitivo,"Av. de Berna, 45",1067-001,Lisboa,Lisboa,Lisboa,Fundação Calouste Gulbenkian,Joana Matos Frias,,,Fundação Calouste Gulbenkian,Lisboa,Lisboa,,coloquioletras@gulbenkian.pt,
101249,05-09-1974,O Primeiro de Janeiro,Online,Nacional,Informação Geral,Diária,Registo Definitivo,"Pr. Carlos Alberto, 123 - 2º Piso",4050-526,Porto,Porto,Porto,"COM+ Comunicação, Lda",Eduardo de Oliveira Costa,,,"Popquestion - Unipessoal, Lda.",Lisboa,Lisboa,,info@oprimeirodejaneiro.com.pt,www.oprimeirodejaneiro.com.pt
101266,03-10-1972,A Voz do Mar,Papel,Regional,Informação Geral,Mensal,Registo Definitivo,"R. D. Luís de Ataíde, 54, 1º",2520-408,Peniche,Peniche,Leiria,Fábrica da Igreja Paroquial da Freguesia de N.ª S.ª da Ajuda de Peniche,Ivo Manuel Marques dos Santos,,,Fábrica da Igreja Paroquial da Freguesia de N.ª S.ª da Ajuda da Cidade de Peniche,Peniche,Leiria,,jornalavozdomar@gmail.com,www.vozdomar.pt
101280,07-10-1972,Publituris,Papel/Online,Nacional,Informação Especializada,Quinzenal,Registo Definitivo,"Av. Álvares Cabral 61, 6.º",1250-127,Lisboa,Lisboa,Lisboa,"Publiotel - Empresa de Publicações Turísticas Hoteleiras, Sociedade Unipessoal, Lda.",Victor Manuel Pardal Jorge,,,"Publiotel - Empresa de Publicações Turísticas Hoteleiras, Sociedade Unipessoal, Lda.",Lisboa,Lisboa,,geral@publituris.pt,www.publituris.pt
101324,17-10-1972,Vida Rural,Papel/Online,Nacional,Informação Especializada,Mensal,Registo Definitivo,"Av. da Liberdade, 144, 3º",1250-146,Lisboa,Lisboa,Lisboa,"Abilways Portugal, S.A.",Isabel Maria Duarte Martins,,,"Abilways Portugal, S.A.",Lisboa,Lisboa,,assinaturas@abilways.com,https://www.vidarural.pt
101326,17-10-1972,Diário de Notícias,Papel/Online,Nacional,Informação Geral,Diária,Registo Definitivo,"Rua Mouzinho da Silveira, 27, 2º Andar. Lisboa",1250-166,Lisboa,Lisboa,Lisboa,"Global Notícias - Media Group, SA",Filipe dos Santos Alves,"Leonídio Paulo Ferreira, Nuno Vinha","Margarida Vaqueiro Lopes, Cecilia Carmo","Global Notícias - Media Group, S.A.",Lisboa,Lisboa,,ricardo.ferro@globalmediagroup.pt,www.dn.pt
101374,25-10-1972,Lar Cristão,Papel/Online,Nacional,Doutrinária,Trimestral,Registo Definitivo,"R. Luís Simões, 7, 1º Dto.",2745-035,Queluz,Sintra,Lisboa,"Cebapes - Centro Baptista de Publicações, Lda",Noémia de Jesus Palminha Valente Fernandes,,,"CEBAPES - Centro Baptista de Publicações, Unipessoal, Lda.",Sintra,Lisboa,,geral@livrariabaptista.com.pt,https://www.livrariabaptista.com.pt
101387,01-08-1974,Jornal da Família,Papel,Nacional,Informação Especializada,Mensal,Registo Definitivo,"R. Sociedade Farmacêutica, 39",1150-338,Lisboa,Lisboa,Lisboa,Instituto Secular das Cooperadoras da Família,Maria da Conceição Gomes Vieira,,,Instituto Secular das Cooperadoras da Família,Lisboa,Lisboa,,jornaldafamilia@iscf.pt,www.iscf.pt
101391,02-04-1975,Diabetes - Viver Em Equilibrio,Papel/Online,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"R. do Salitre, 118/120",1250-203,Lisboa,Lisboa,Lisboa,Pedro Matos,José Manuel Gamboa Pestana Boavida,,,APDP-Associação Protectora dos Diabéticos de Portugal,Lisboa,Lisboa,,revista@apdp.pt,https://apdp.pt/apdp/revista-diabetes/
101394,10-08-1973,Ação Missionária,Papel,Nacional,Doutrinária,Mensal,Registo Definitivo,"R. de Santo Amaro, 51",1200-801,Lisboa,Lisboa,Lisboa,Província Portuguesa da Congregação do Espírito Santo,Vitor Narciso Martins da Silva,,,Província Portuguesa da Congregação do Espírito Santo,Lisboa,Lisboa,,a-missionaria@espiritanos.pt,www.espiritanos.org/am
101423,08-11-1972,A Voz de Ermesinde,Papel/Online,Regional,Informação Geral,Mensal,Registo Definitivo,"Largo António da Silva Moreira Canório, Casa 2",4445-280,Ermesinde,Valongo,Porto,Centro Social de Ermesinde,Manuel Augusto Dias,,,Centro Social de Ermesinde,Valongo,Porto,,avozdeermesinde@gmail.com,www.avozdeermesinde.com
101449,15-11-1972,O Caminhense,Papel/Online,Regional,Informação Geral,Mensal,Registo Definitivo,"R. da Corredoura, 117",4910-133,Caminha,Caminha,Viana do Castelo,Herdeiros de António José Guerreiro Cepa,Elsa Maria Gomes Guerreiro Cepa,,Cristiano Guerreiro Cepa,Herdeiros de António José Guerreiro Cepa,Caminha,Viana do Castelo,,geral@jornalc.pt,www.jornalc.pt
101455,16-11-1972,Boa Semente,Papel,Nacional,Doutrinária,Mensal,Registo Definitivo,"Av. Almirante Gago Coutinho, 158",1700-033,Lisboa,Lisboa,Lisboa,Assembleia de Deus Pentecostal,Ana Luísa do Rosário Ramalho Rosa,,,Assembleia de Deus Pentecostal,Lisboa,Lisboa,,geral@assinaturascapu.com,https://issuu.com/livrariacapu
101458,16-11-1972,Novas de Alegria,Papel/Online,Nacional,Doutrinária,Mensal,Registo Definitivo,"Av. Almirante Gago Coutinho, 158",1700-033,Lisboa,Lisboa,Lisboa,Assembleia de Deus Pentecostal,Ana Luísa do Rosário Ramalho Rosa,,,Assembleia de Deus Pentecostal,Lisboa,Lisboa,,na.revista@gmail.com,https://assinaturascapu.com/pt/produtos/novas-de-alegria
101474,08-04-1975,Boa Nova - Actualidade Missionária,Papel/Online,Nacional,Doutrinária,Mensal,Registo Definitivo,"Largo da Igreja, Apartado 40",3720-391,Cucujães,Oliveira de Azeméis,Aveiro,Sociedade Portuguesa das Missões Católicas Ultramarinas/Sociedade Missionária da Boa Nova,Rui Jorge Santos Vieira Ferreira,Eva Trindade Dias,,Sociedade Portuguesa das Missões Católicas Ultramarinas/Sociedade Missionária da Boa Nova,Lisboa,Lisboa,,missio.boanova@missioboanova.com,https://revista.boanova.pt/
101475,28-05-1975,Voz da Missão,Papel,Nacional,Doutrinária,Mensal,Registo Definitivo,Seminário das Missões,3720-391,Cucujães,Oliveira de Azeméis,Aveiro,Sociedade Portuguesa das Missões Católicas Ultramarinas/Sociedade Missionária da Boa Nova,Joaquim Manuel da Silva Pinho,,Artur Matos,Sociedade Portuguesa das Missões Católicas Ultramarinas/Sociedade Missionária da Boa Nova,Lisboa,Lisboa,,missio.boanova@missioboanova.com,
101487,28-11-1972,Voz da Minha Terra,Papel,Regional,Informação Geral,Mensal,Registo Definitivo,Rua Voz da Minha Terra,6120-745,Mação,Mação,Santarém,União Cultural Voz da Minha Terra,Amândio da Trindade das Neves Bártolo Mateus,José Carlos Silva Gueifão,,União Cultural Voz da Minha Terra,Mação,Santarém,,voz.da.minha.terra@gmail.com,
101525,27-02-1973,Combatente,Papel/Online,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"R. João Pereira da Rosa, 18",1249-032,Lisboa,Lisboa,Lisboa,Liga dos Combatentes,Joaquim Chito Rodrigues,,,Liga dos Combatentes,Lisboa,Lisboa,,geral@ligacombatentes.org,http://www.ligacombatentes.org
101538,30-08-1974,Moeda,Papel,Nacional,Informação Especializada,Trimestral,Registo Definitivo,"R. Professor Mário Chicó, 7 - 3D",1600-643,Lisboa,Lisboa,Lisboa,"Publinummus - Publicações de Numismatica, Lda.",Maria Adelina Reis Mendes Almeida Correia,,,"Publinummus - Publicações de Numismática, Lda.",Lisboa,Lisboa,,revistamoeda@hotmail.com,
101560,22-03-1974,Portugal Evangélico,Online,Nacional,Doutrinária,4 x ano,Registo Definitivo,"Praça Coronel Pacheco, 23",4050-453,Porto,Porto,Porto,Joana Rute Pereira da Silva,José Sifredo Oliveira Linhares Teixeira,,,Igreja Evangélica Metodista Portuguesa,Porto,Porto,,sede@igrejametodista.pt,https://www.vozmetodista.pt/
101605,22-03-1973,Mensageiro de Alter,Papel,Regional,Informação Geral,Bimestral,Registo Definitivo,"Av. Padre José Agostinho Rodrigues, 74",7440-014,Alter do Chão,Alter do Chão,Portalegre,Paulo Henriques Dias,Paulo Henriques Dias,,,Fabrica da Igreja Paroquial de Nossa Senhora da Assunção de Alter do Chão,Alter do Chão,Portalegre,,pauloter@sapo.pt,
101609,22-03-1973,Ecos da Sobreira,Papel,Regional,Informação Geral,Mensal,Registo Definitivo,Casa Paroquial de Sobreira Formosa,6150-737,Sobreira Formosa,Proença-a-Nova,Castelo Branco,Anabela Martins Lopes Alves,Manuel Lopes Mendonça,,,Fábrica da Igreja Paroquial da Freguesia de Sobreira Formosa,Proença-a-Nova,Castelo Branco,,ecosdasobreira@gmail.com,
101610,19-05-1975,Igreja e Missão,Papel,Nacional,Doutrinária,Quadrimestral,Registo Definitivo,Seminário da Boa Nova,4405-535,Vila Nova de Gaia,Vila Nova de Gaia,Porto,Sociedade Portuguesa das Missões Católicas Ultramarinas/Sociedade Missionária da Boa Nova,Luís Miguel Pereira Castro,Nuno Alexandre Henriques de Lima,,Sociedade Portuguesa das Missões Católicas Ultramarinas/Sociedade Missionária da Boa Nova,Lisboa,Lisboa,,smbn.igrejamissao@gmail.com,www.boanova.pt
101681,18-08-1972,Mensageiro de Bragança,Papel/Online,Regional,Informação Geral,Semanal,Registo Definitivo,R. Dr. Herculano da Conceição,5300-032,Bragança,Bragança,Bragança,Fundação Mensageiro de Bragança,António Gonçalves Rodrigues,,,Fundação Mensageiro de Bragança,Bragança,Bragança,,geral@mdb.pt,www.mdb.pt
101698,10-07-1973,Voz de Fragoso,Papel,Regional,Doutrinária,Bimestral,Registo Definitivo,"R. Dr. José António Vieira, 55",4905-084,Fragoso,Barcelos,Braga,Manuel de Brito Ferreira,Manuel de Brito Ferreira,,,Conselho Económico Paroquial S. Pedro - Fragoso,Barcelos,Braga,,pe.manuel.brito.ferreira@gmail.com,
101724,26-03-1973,O Ilhavense,Papel/Online,Regional,Informação Geral,Quinzenal,Registo Definitivo,"R. Serpa Pinto, 16 R/C",3830-223,Ílhavo,Ílhavo,Aveiro,"Telecal-Empresa Jornalística, Lda.",David Manuel Labrincha Calão,,,"Telecal - Empresa Jornalistica, Lda.",Ílhavo,Aveiro,,o.ilhavense@gmail.com,http://oilhavense.com/jornal-online/
101753,11-04-1975,Notícias da Covilhã,Papel,Regional,Informação Geral,Semanal,Registo Definitivo,"R. Jornal Noticias da Covilhã, 65 R/C",6201-015,Covilhã,Covilhã,Castelo Branco,"Gold Digger, Unipessoal Lda.",Francisco Manuel de Figueiredo dos Santos,,,"Gold Digger, Unipessoal Lda.",Sintra,Lisboa,,geral@noticiasdacovilha.pt,https://noticiasdacovilha.pt
101759,28-04-1975,O Benfica,Papel/Online,Nacional,Informação Especializada,Semanal,Registo Definitivo,"Estádio do Sport Lisboa e Benfica, Av. Eusébio da Silva Ferreira",1500-313,Lisboa,Lisboa,Lisboa,Sport Lisboa e Benfica,Pedro Borges de Sousa da Silva Pinto,,,Sport Lisboa e Benfica,Lisboa,Lisboa,,jornalbenfica@slbenfica.pt,www.slbenfica.pt
101765,05-03-1974,O Conquistador,Papel,Regional,Informação Geral,Mensal,Registo Definitivo,"R. Santa Maria, 6",4800-443,Guimarães,Guimarães,Braga,Fábrica da Igreja Paroquial de Nossa Senhora da Oliveira,Paulino Alfredo de Oliveira Carvalho,,,Fábrica da Igreja Paroquial de Nossa Senhora da Oliveira,Guimarães,Braga,,jornal@oconquistador.com,
101776,03-04-1975,Gazeta de Paços de Ferreira,Papel/Online,Regional,Informação Geral,Quinzenal,Registo Definitivo,"R. Zé da Redação, 19",4595-279,Meixomil,Paços de Ferreira,Porto,António Álvaro dos Santos Neto,António Álvaro dos Santos Neto,,,"Audazescrita, Lda.",Paços de Ferreira,Porto,,gazetapacosdeferreira@gmail.com,https://gazetapacosdeferreira.pt/
101834,12-06-1973,O Sesimbrense,Papel/Online,Regional,Informação Geral,Mensal,Registo Definitivo,"Rua da República, 57",2970-741,Sesimbra,Sesimbra,Setúbal,Liga dos Amigos de Sesimbra,Vanessa Pinto Pereira,,,Liga dos Amigos de Sesimbra,Sesimbra,Setúbal,,lasesimbra@gmail.com,www.osesimbrense.com.pt
101875,23-05-1975,Jornal da Bairrada,Papel/Online,Regional,Informação Geral,Semanal,Registo Definitivo,R. Dr. Alberto Tavares Castro - Urb. O  Adro - Bl. 5 - Nº 25,3770-205,Oliveira do Bairro,Oliveira do Bairro,Aveiro,"Editorial Jornal da Bairrada, Lda",Oriana Beatriz Pataco Cardoso,,,"Editorial Jornal da Bairrada, Lda",Oliveira do Bairro,Aveiro,,jb@jb.pt,www.jb.pt
101877,23-10-1973,Fogo de Campo,Papel,Regional,Informação Especializada,Trimestral,Registo Definitivo,"R. Capitão Leitão, 8 - 1º",2800-132,Almada,Almada,Setúbal,Clube de Campismo do Concelho de Almada,Luís Filipe Araújo Ramos,,Vítor Marques Martins,Clube de Campismo do Concelho de Almada,Almada,Setúbal,,p.costa@ccca.pt,
101885,07-03-1974,O Concelho de Estarreja,Papel,Regional,Informação Geral,Mensal,Registo Definitivo,"R. da Imprensa, 64",3860-496,Pardilhó,Estarreja,Aveiro,João Sousa Mota,Mário Rui da Silva Oliveira,,,"Domingas Cândida de Matos e Sousa Mota, Herdeiros",Estarreja,Aveiro,,admjornalocde@gmail.com,www.oconcelhodeestarreja.com
